OTU	Kingdom	Phylum	Order	Class	Family	Genus	Species	taxon	taxonomicLevel	trophicMode	guild	trait	growthForm	confidenceRanking	notes	citationSource
8ae1973a31236d463e797f9d20fcb3d0	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
c903a0b5670fbf1bf02783d2a6ae1f41	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
2310cb9a330e7bf312d7bf2639b1f67d	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	Fungi_sp	na	na	na	na	na	na	na	na	na
431fc1348fec3c55df142a84d5b78fb7	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	na	na	na	na	na	na	na	na	na	na
3bcf492918ca6752301215ceae738cd5	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Articulospora	na	Articulospora	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
2ec64b3b4d01c87d970b68a0a5734e58	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	na	Orbilia	13	Saprotroph	Wood Saprotroph	NULL	Microfungus	Probable	"Saprobic, found especially on wood in both wet and dry habitats. Many species are nematophagous, forming adhesive knobs, nets or ring-like traps in the presence of a food source; perhaps a strategy for life in low-nitrogen environments. There have been reports of associations with algae for a few species, but an established lichen association appears not to exist (Cannon & Kirk 2007)"	"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
0122289c58a9080e9b81e384dffa73f0	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Kodamaea	Kodamaea_nitidulidarum	na	na	na	na	na	na	na	na	na
16f71277b326d2ac58e298996ef0fb1b	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae	Occultifur	na	Occultifur	13	Pathotroph-Saprotroph	Fungal Parasite-Litter Saprotroph-Undefined Saprotroph	NULL	Yeast	Probable	NULL	"Gomes FCO, et al. 2015. Antonie van Leeuwenhoek 107:597-611 ((https://doi.org/10.1007/s10482-014-0356-4)); Kurtzman CP, Robnett CJ. 2015. Antonie Van Leeuwenhoek 107:1323-1329 ((https://doi.org/10.1023/a:1001761008817)); Khunnamwong P, et al. 2017. International Journal of Systematic and Evolutionary Microbiology 67:2628-2633 ((https://doi.org/10.1099/ijsem.0.001988))"
f24cd5fcf6e54eabfa998ab4896701c4	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	Fungi_sp	na	na	na	na	na	na	na	na	na
1f45bfe02cd40edd0afdd9e81f777e43	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	Fungi_sp	na	na	na	na	na	na	na	na	na
f00dc46601bfcc5f374bdc695c8db8db	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
3ebec2a1e8791984ed31cc353350eba1	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	Fungi_sp	na	na	na	na	na	na	na	na	na
f7129cf746c79eb5d9158c097d49541d	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
4b9fe84cd49facc8d2226acc56b35143	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Toxicocladosporium	na	Toxicocladosporium	13	Pathotroph-Symbiotroph	Endophyte-Plant Pathogen	NULL	Microfungus	Probable	Isolated from leaves of Posoqueria and Eucalyptus camaldulensis (occurring within a single small lesion) as well as moldy paint	"Crous PW, et al. 2009. Persoonia 22:83-94 ((https://doi.org/10.3767/003158509X439364))"
d5d00a7ff72e6481d372fc86a543fdf9	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
78bc18579c76ef68f66b9b92c8ab6bd1	Fungi	Ascomycota	Dothideomycetes	Myriangiales	Myriangiaceae	Myriangium	Myriangium_duriaei	Myriangium	13	Pathotroph	Animal Pathogen	NULL	NULL	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
32d2e0902b72f46130e2ece7e8354b02	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Kwoniella	Kwoniella_dendrophila	na	na	na	na	na	na	na	na	na
551e815fa480619132e614092348769f	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	na	na	Didymosphaeriaceae	9	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph	NULL	Microfungus	Probable	"Saprobes in both woody and herbaceous material, also parasitic on other fungi (Cannon & Kirk 2007)"	"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Massimo NC, et al. 2015. Microbial Ecology 70:61-76 ((https://doi.org/10.1007/s00248-014-0563-6))"
a1bbd69197e3b8297d60ac373a949d0f	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	Fungi_sp	na	na	na	na	na	na	na	na	na
2501822446b7668f37839a62344bed76	Fungi	Ascomycota	Dothideomycetes	Myriangiales	Myriangiaceae	Myriangium	Myriangium_duriaei	Myriangium	13	Pathotroph	Animal Pathogen	NULL	NULL	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
8f705b3f210ec8b733c474e444973969	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	na	na	na	na	na	na	na	na	na	na
eabccb163e0a0a2e007925637eddc2dd	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	na	na	Didymellaceae	9	Pathotroph-Saprotroph	Animal Pathogen-Plant Pathogen-Undefined Saprotroph	NULL	Microfungus	Possible	NULL	"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
7f9f7543c3fa15747c8cc8f51a6dc260	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Coniothyriaceae	Coniothyrium	Coniothyrium_multiporum	Coniothyrium	13	Pathotroph-Saprotroph	Plant Pathogen-Wood Saprotroph	Soft Rot	Microfungus	Highly Probable	NULL	"Duncan CG, Eslyn WE. 1966. Mycologia 58642-664 ((https://doi.org/10.2307/3757045)); Nilsson T. 1973. Studia Forestalia Suecica 104:1-40 ((https://pub.epsilon.slu.se/5711/)); Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))"
41578f03e001c136dc039cec8cc3e37b	Fungi	Basidiobolomycota	Basidiobolomycetes	Basidiobolales	Basidiobolaceae	Basidiobolus	Basidiobolus_ranarum	Basidiobolus	13	Pathotroph-Saprotroph-Symbiotroph	Animal Endosymbiont-Animal Pathogen-Undefined Saprotroph	NULL	Microfungus	Probable	"Basidiobolus ranarum is commonly present in decaying fruit and vegetable matter, and as a commensal in the intestinal tract of frogs, toads, and lizards - Cause of subcutaneous zygomycosis in humans (Cannon & Kirk 2007)"	"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
4912e8653772d92a424d08e383399745	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	Fungi_sp	na	na	na	na	na	na	na	na	na
f84c1396c3801a657d509513e089f3bd	Fungi	Ascomycota	Ascomycota_cls_Incertae_sedis	Ascomycota_ord_Incertae_sedis	Ascomycota_fam_Incertae_sedis	Hormodochis	Hormodochis_aggregata	na	na	na	na	na	na	na	na	na
0b704363de7efa7a4a2f5587b7a15e4a	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
077dad0256bd3268f402fa145d8f4bc2	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Articulospora	na	Articulospora	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
e9b79cb6fcb3a33f076f398760e0060f	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
38b1158d2bb151ba76d4211cada61302	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
5c142a9000a67bf12d086cad13a7e925	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	Fungi_sp	na	na	na	na	na	na	na	na	na
aa275cb9f580085ce384313f09f6edbd	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	Fungi_sp	na	na	na	na	na	na	na	na	na
f342cd881fe4c2c67e3186acbab7279c	Fungi	Ascomycota	na	na	na	na	na	na	na	na	na	na	na	na	na	na
f5b063513c39eddc2568a6f5ce1af476	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Toxicocladosporium	na	Toxicocladosporium	13	Pathotroph-Symbiotroph	Endophyte-Plant Pathogen	NULL	Microfungus	Probable	Isolated from leaves of Posoqueria and Eucalyptus camaldulensis (occurring within a single small lesion) as well as moldy paint	"Crous PW, et al. 2009. Persoonia 22:83-94 ((https://doi.org/10.3767/003158509X439364))"
e7ff765debf475ef208eb7e367135225	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula_mucilaginosa	Rhodotorula	13	Pathotroph-Saprotroph	Animal Endosymbiont-Animal Pathogen-Endophyte-Plant Pathogen-Undefined Saprotroph	NULL	Yeast	Probable	Opportunistic human pathogen	https://www.cdc.gov ((https://www.cdc.gov))
82f15f41a632a4615fb35189265be154	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Nothophoma	Nothophoma_sp	Didymellaceae	9	Pathotroph-Saprotroph	Animal Pathogen-Plant Pathogen-Undefined Saprotroph	NULL	Microfungus	Possible	NULL	"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
25f67d89499e6c5af65f642de5a5f43d	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
cf39cfdd7edcb22a7270d8c1e81fd091	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis	Candida	Candida_restingae	Candida	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Endosymbiont-Epiphyte-Soil Saprotroph-Undefined Saprotroph	NULL	Dimorphic Yeast	Probable	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	"Manolakaki D, et al. 2010. Virulence. 1: 367-375 ((https://doi.org/10.4161/viru.1.5.12796)); Mekbib SB, et al. 2011. Tropical Plant Pathology 36:233-240 ((https://doi.org/10.1590/S1982-56762011000400004))"
1449bd8d67e438ba3e5fbd9080e6b697	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Kwoniella	Kwoniella_heveanensis	na	na	na	na	na	na	na	na	na
331c20592186a535a34ff7f12ca32b76	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	Wallemia_peruviensis	Wallemia	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
499cc6b474c15ad8987c4a3389fc522c	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
a557864f46eebcd89c1b015a9a853137	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	Fungi_sp	na	na	na	na	na	na	na	na	na
d7867d0038a25b379b5a7e5526117a57	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
f9888dbf6df8b5f8bedfafc2fa7302cc	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
419d9ea415488aeef81f4ab5e0c12385	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Neodevriesiaceae	Neodevriesia	na	Neodevriesiaceae	9	Pathotroph-Saprotroph	Plant Pathogen-Undefined Saprotroph	NULL	NULL	Probable	"Members are foliicolous, saprobic or plant pathogenic (Quaedvlieg et al. 2014)"	"Quaedvlieg W., et al. 2014. Persoonia 3:31-40 ((http://doi.org/10.3767/003158514X681981))"
7175da1796fbd3852ee51bc4c360d068	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	na	na	na	na	na	na	na	na	na	na	na	na
5271ffa7177aa5019b80c34eca45f909	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Tetraplosphaeriaceae	Tetraploa	Tetraploa_pseudoaristata	Tetraploa	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
2cef13b2eb5796ab6fe2d948ff8bbb77	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Neosetophoma	na	Neosetophoma	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
22d0f0a44753ba9ad0cba7bb2ae51cee	Fungi	Basidiobolomycota	Basidiobolomycetes	Basidiobolales	Basidiobolaceae	Basidiobolus	Basidiobolus_ranarum	Basidiobolus	13	Pathotroph-Saprotroph-Symbiotroph	Animal Endosymbiont-Animal Pathogen-Undefined Saprotroph	NULL	Microfungus	Probable	"Basidiobolus ranarum is commonly present in decaying fruit and vegetable matter, and as a commensal in the intestinal tract of frogs, toads, and lizards - Cause of subcutaneous zygomycosis in humans (Cannon & Kirk 2007)"	"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
a0bc30b22f8d22fe7b806db3a806c369	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremataceae	Papiliotrema	Papiliotrema_pseudoalba	na	na	na	na	na	na	na	na	na
080a7aa90cd31e0927d9138e63f65fd7	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	Fungi_sp	na	na	na	na	na	na	na	na	na
5c9bdab5bd80de7dff5a480793e6d6dc	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	na	na	Didymosphaeriaceae	9	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph	NULL	Microfungus	Probable	"Saprobes in both woody and herbaceous material, also parasitic on other fungi (Cannon & Kirk 2007)"	"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Massimo NC, et al. 2015. Microbial Ecology 70:61-76 ((https://doi.org/10.1007/s00248-014-0563-6))"
589524aaac9c01739c124382fb007bae	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
5036c771315144262d7666d2dba68989	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
f62bdb30cbac50ff443c367eaa7ff9bd	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	na	na	Didymosphaeriaceae	9	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph	NULL	Microfungus	Probable	"Saprobes in both woody and herbaceous material, also parasitic on other fungi (Cannon & Kirk 2007)"	"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Massimo NC, et al. 2015. Microbial Ecology 70:61-76 ((https://doi.org/10.1007/s00248-014-0563-6))"
5d0f04943511643f4a148fd954082b28	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
41e06861bca2048de7c854c5eec7834c	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis	Candida	Candida_restingae	Candida	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Endosymbiont-Epiphyte-Soil Saprotroph-Undefined Saprotroph	NULL	Dimorphic Yeast	Probable	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	"Manolakaki D, et al. 2010. Virulence. 1: 367-375 ((https://doi.org/10.4161/viru.1.5.12796)); Mekbib SB, et al. 2011. Tropical Plant Pathology 36:233-240 ((https://doi.org/10.1590/S1982-56762011000400004))"
eaf7160c5b7a209ff8e9486b21589a5d	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Articulospora	na	Articulospora	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
e24f2617c9db31f15a14bdadce1e6668	Fungi	Ascomycota	Dothideomycetes	Pleosporales	na	na	na	na	na	na	na	na	na	na	na	na
ebd28da4ee303e409a7ddce5e305768c	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Articulospora	na	Articulospora	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
b094f2165ec597093fed4612f74c24f2	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
c191a02aefa23a39dd526279d1ab1151	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Nothophoma	Nothophoma_sp	Didymellaceae	9	Pathotroph-Saprotroph	Animal Pathogen-Plant Pathogen-Undefined Saprotroph	NULL	Microfungus	Possible	NULL	"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
01e19a56fd5dbcecb200e344ebecd9d9	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	Fungi_sp	na	na	na	na	na	na	na	na	na
856f9053e6aee477e5da45a23087c949	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	Fungi_sp	na	na	na	na	na	na	na	na	na
f6fd8309e836e879e4566eb4f13f224f	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Lecanoraceae	Lecanora	na	Lecanora	13	Symbiotroph	Lichenized	NULL	Thallus	Highly Probable	NULL	Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))
113b399331884949ecb3c7bad505181b	Fungi	Ascomycota	Dothideomycetes	na	na	na	na	na	na	na	na	na	na	na	na	na
2dab8b9ffa12c7512b6871a98bc00098	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
2567b4dff0da6c71c043f96c0a0f018d	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycodaceae	Hanseniaspora	Hanseniaspora_nectarophila	na	na	na	na	na	na	na	na	na
da35d1e3cea4dc65d0b6b3db95916367	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
448f97b9b074ead22e1f65ed287ade18	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	Fungi_sp	na	na	na	na	na	na	na	na	na
d7febee29de5f30ec24e94f2d714fe95	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
c61ef097c6bf5081fcd4f2dbaff85f56	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
1aa6c7b6d1d3c2c96f5447ea195dde0f	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
5c0e43b9d1688b07fea9702f066af0ef	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
e7012d0b45915b251c087ae043810e3f	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Nothophoma	Nothophoma_sp	Didymellaceae	9	Pathotroph-Saprotroph	Animal Pathogen-Plant Pathogen-Undefined Saprotroph	NULL	Microfungus	Possible	NULL	"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
dd67e08f85a88924e4962d3b524bb3a9	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
074f7731319633e525bdeca9f838862d	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
c17cf038614f2a6da5243f0b3ec5af29	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	na	na	Sporormiaceae	9	Saprotroph	Dung Saprotroph-Plant Saprotroph	NULL	Microfungus	Probable	"Saprobic, associated with dung and rotting vegetation (Cannon & Kirk 2007)"	"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
b49d5d705a98fa41fd247e7a5440a1cd	Fungi	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Agaricostilbaceae	Sterigmatomyces	Sterigmatomyces_hyphaenes	Agaricostilbaceae	9	Saprotroph	Undefined Saprotroph	NULL	NULL	Possible	"Probably saprobic, usually associated with dead palm tissues (Cannon & Kirk 2007)"	"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
53f32f8ca12715fac88834fa8945284f	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
c719c7446252557756c3c585a82a83ce	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Nothophoma	Nothophoma_sp	Didymellaceae	9	Pathotroph-Saprotroph	Animal Pathogen-Plant Pathogen-Undefined Saprotroph	NULL	Microfungus	Possible	NULL	"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
1ca9b0d3f64738c86ab697bff526c7d3	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
1c55ced48d8a6dc2fba378784e6d9809	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	Wallemia_peruviensis	Wallemia	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
20b766fbbcb05bd1e1dae927fcf66494	Fungi	Basidiobolomycota	Basidiobolomycetes	Basidiobolales	Basidiobolaceae	Basidiobolus	Basidiobolus_ranarum	Basidiobolus	13	Pathotroph-Saprotroph-Symbiotroph	Animal Endosymbiont-Animal Pathogen-Undefined Saprotroph	NULL	Microfungus	Probable	"Basidiobolus ranarum is commonly present in decaying fruit and vegetable matter, and as a commensal in the intestinal tract of frogs, toads, and lizards - Cause of subcutaneous zygomycosis in humans (Cannon & Kirk 2007)"	"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
3cd92690068cb8ab842b90027b0e1892	Fungi	Ascomycota	Dothideomycetes	na	na	na	na	na	na	na	na	na	na	na	na	na
62c1345acd90651bc7eb3373b155a26e	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	Fungi_sp	na	na	na	na	na	na	na	na	na
5cb5e2811db06877b62e21017b22df25	Fungi	Ascomycota	Sordariomycetes	Xylariales	Leptosilliaceae	Leptosillia	Leptosillia_sp	na	na	na	na	na	na	na	na	na
a80f57eb4d1adff6449c77a8bc73a163	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	na	Orbilia	13	Saprotroph	Wood Saprotroph	NULL	Microfungus	Probable	"Saprobic, found especially on wood in both wet and dry habitats. Many species are nematophagous, forming adhesive knobs, nets or ring-like traps in the presence of a food source; perhaps a strategy for life in low-nitrogen environments. There have been reports of associations with algae for a few species, but an established lichen association appears not to exist (Cannon & Kirk 2007)"	"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
960478f0fb1a905ea4e9d4aebdc9407c	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriales_fam_Incertae_sedis	Neophaeococcomyces	Neophaeococcomyces_catenatus	na	na	na	na	na	na	na	na	na
9350e27f226d4403836ffba8c4e929bc	Fungi	Ascomycota	Sordariomycetes	Sordariales	Podosporaceae	Podospora	Podospora_bulbillosa	Podospora	13	Saprotroph-Symbiotroph	Dung Saprotroph-Endophyte-Litter Saprotroph-Undefined Saprotroph	NULL	Microfungus	Possible	Endophyte detection method-culture (David et al. 2016)	"Bell A. 1983. Dung Fungi: An Illustrated Guide to Coprophilous Fungi in New Zealand. Victoria University Press, Wellington (ISBN: 978-0864730015); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); David AS, et al. 2016. Microbial Ecology 71:912-926 ((https://doi.org/10.1007/s00248-015-0712-6)); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739)) (as litter saprotroph)"
b9da524081a4d3519bf8ed20b8e9d700	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
56fb97a59bd648ef42d496db3a2f5f81	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	Fungi_sp	na	na	na	na	na	na	na	na	na
1f82e90bb425a152c5f1122a5b310ae4	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis	Candida	Candida_restingae	Candida	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Endosymbiont-Epiphyte-Soil Saprotroph-Undefined Saprotroph	NULL	Dimorphic Yeast	Probable	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	"Manolakaki D, et al. 2010. Virulence. 1: 367-375 ((https://doi.org/10.4161/viru.1.5.12796)); Mekbib SB, et al. 2011. Tropical Plant Pathology 36:233-240 ((https://doi.org/10.1590/S1982-56762011000400004))"
14ed8ecb35d8345cfb69b20e9a60f41a	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
71bd3ad1ef5ebcabc02699f61d5011b1	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
7002d0f140e193ea8a04241d59d3e1b4	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
c552455dac62a81b1f42f7fa8ff9ea25	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
fdee31df1dab7acee74c1ea534b1d8a7	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	Fungi_sp	na	na	na	na	na	na	na	na	na
02e21bb68cef9a3f1b4c13b9d53be95d	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Pleiochaeta	na	na	na	na	na	na	na	na	na	na
26b957ef27120777782a4bba8dda8358	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriales_fam_Incertae_sedis	Neophaeococcomyces	na	na	na	na	na	na	na	na	na	na
06bd004e9517d39fb652fefe60ade192	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
6a9af18f1dc2aa3f29f7bab05a92a348	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	Wallemia_peruviensis	Wallemia	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
85cd1ff762acd424cacaf93ab2315889	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	na	na	na	na	na	na	na	na	na	na
c0592f22e928ce5de13af8c9463d8c28	Fungi	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
